行業別大類,行業別中類,行業別小類,月份,售電量
C.製造業,09 飲料製造業,091 酒精飲料製造業,10,11781310
C.製造業,09 飲料製造業,092 非酒精飲料製造業,10,19920712
C.製造業,10菸草製造業,,10,4285752
C.製造業,11 紡織業,111 紡紗業,10,72076430
C.製造業,11 紡織業,112 織布業,10,122890355
C.製造業,11 紡織業,113 不織布業,10,19531886
C.製造業,11 紡織業,114 染整業,10,43045643
C.製造業,11 紡織業,115 紡織品製造業,10,21907455
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,10,8364788
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,10,3624060
C.製造業,13 皮革、毛皮及其製品製造業,,10,8975017
C.製造業,14 木竹製品製造業,,10,10805448
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,10,77101573
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,10,27393925
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,10,30334527
C.製造業,16 印刷及資料儲存媒體複製業,,10,38815115
C.製造業,17 石油及煤製品製造業,,10,117154027
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,10,492281397
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,10,13836338
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,10,223399620
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,10,118038741
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,10,4216769
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,10,17325512
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,10,14415786
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,10,51354146
C.製造業,20 藥品及醫用化學製品製造業,,10,81546287
C.製造業,21 橡膠製品製造業,,10,70010058
C.製造業,22 塑膠製品製造業,,10,347759302
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,10,237443387
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,10,32301766
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,10,131921591
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,10,5954266
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,10,36928251
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,10,798389205
C.製造業,24 基本金屬製造業,242 鋁製造業,10,67071601
C.製造業,24 基本金屬製造業,243 銅製造業,10,132378249
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,10,28454073
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,10,91286812
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,10,24587910
C.製造業,25 金屬製品製造業,253 金屬容器製造業,10,9851837
C.製造業,25 金屬製品製造業,254 金屬加工處理業,10,210797382
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,10,155886893
C.製造業,26 電子零組件製造業,261 半導體製造業,10,3996434562
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,10,174220462
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,10,300330173
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,10,912942701
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,10,322503858
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,10,66444071
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,10,37893777
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,10,8574893
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,10,15025529
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,10,13998578
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,10,1585488
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,10,92354489
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,10,18572388
C.製造業,28 電力設備及配備製造業,282 電池製造業,10,25734079
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,10,36562872
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,10,5099904
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,10,13088848
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,10,18890710
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,10,39304067
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,10,45402761
C.製造業,29 機械設備製造業,293 通用機械設備製造業,10,90175402
C.製造業,30 汽車及其零件製造業,301 汽車製造業,10,11473398
C.製造業,30 汽車及其零件製造業,302 車體製造業,10,1472907
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,10,100441380
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,10,10056129
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,10,19369156
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,10,28401516
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,10,23773560
C.製造業,32 家具製造業,321 非金屬家具製造業,10,6357363
C.製造業,32 家具製造業,322 金屬家具製造業,10,5330125
C.製造業,33 其他製造業,331 育樂用品製造業,10,24633988
C.製造業,33 其他製造業,332 醫療器材及用品製造業,10,42928613
C.製造業,33 其他製造業,339 未分類其他製造業,10,16104584
C.製造業,34 產業用機械設備維修及安裝業,,10,15585582
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,10,18044962
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,10,45341040
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,10,435419
E.用水供應及污染整治業,36 用水供應業,,10,110661854
E.用水供應及污染整治業,37 廢水及污水處理業,,10,29090041
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,10,3034087
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,10,12740246
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,10,19203134
E.用水供應及污染整治業,39 污染整治業,,10,628280
F.營建工程業,41 建築工程業,,10,72400230
F.營建工程業,42 土木工程業,421 道路工程業,10,7287754
F.營建工程業,42 土木工程業,422 公用事業設施工程業,10,6699420
F.營建工程業,42 土木工程業,429 其他土木工程業,10,2879001
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,10,661603
F.營建工程業,43 專門營造業,432 庭園景觀工程業,10,141731
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,10,1434494
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,10,426586
F.營建工程業,43 專門營造業,439 其他專門營造業,10,645624
G.批發及零售業,45 批發業,451 商品批發經紀業,10,2553873
G.批發及零售業,45 批發業,452 綜合商品批發業,10,4642082
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,10,6414512
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,10,34015130
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,10,3386026
G.批發及零售業,45 批發業,456 家用器具及用品批發業,10,4937312
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,10,4433598
G.批發及零售業,45 批發業,458 文教育樂用品批發業,10,2205762
G.批發及零售業,45 批發業,461 建材批發業,10,9191547
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,10,5904519
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,10,1731726
G.批發及零售業,45 批發業,464 機械器具批發業,10,13798661
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,10,4717083
G.批發及零售業,45 批發業,469 其他專賣批發業,10,4709238
G.批發及零售業,47 零售業,471 綜合商品零售業,10,378162255
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,10,32990418
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,10,11769472
G.批發及零售業,47 零售業,474 家用器具及用品零售業,10,9319612
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,10,9085512
G.批發及零售業,47 零售業,476 文教育樂用品零售業,10,3217598
G.批發及零售業,47 零售業,481 建材零售業,10,577808
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,10,22821964
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,10,9338491
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,10,14275105
G.批發及零售業,47 零售業,485 其他專賣零售業,10,4932456
G.批發及零售業,47 零售業,486 零售攤販,10,825476
G.批發及零售業,47 零售業,487 其他非店面零售業,10,2210621
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,10,133611633
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,10,96879908
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,10,7636776
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,10,5003766
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,10,97936
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,10,1625081
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,10,0
H.運輸及倉儲業,51 航空運輸業,,10,4668603
H.運輸及倉儲業,52 運輸輔助業,521 報關業,10,185028
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,10,880844
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,10,2639568
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,10,20920596
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,10,23286614
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,10,30764853
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,10,11554151
H.運輸及倉儲業,53 倉儲業,,10,92188110
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,10,5055095
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,10,4784376
I.住宿及餐飲業,55 住宿業,551 短期住宿業,10,208528892
I.住宿及餐飲業,55 住宿業,559 其他住宿業,10,659282
I.住宿及餐飲業,56 餐飲業,561 餐食業,10,122814584
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,10,4339589
I.住宿及餐飲業,56 餐飲業,563 飲料業,10,6815655
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,10,3707997
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,10,309098
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,10,10362790
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,10,154048
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,10,3588269
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,10,8053058
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,10,103578234
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,10,5833583
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,631 入口網站經營、資料處理、主機及網站代管服務業,10,140076304
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,10,3543591
K.金融及保險業,64 金融服務業,641 貨幣中介業,10,48167373
K.金融及保險業,64 金融服務業,642 控股業,10,242765
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,10,169096
K.金融及保險業,64 金融服務業,649 其他金融服務業,10,1836293
K.金融及保險業,65 保險業,651 人身保險業,10,30856772
K.金融及保險業,65 保險業,652 財產保險業,10,1720759
K.金融及保險業,65 保險業,653 再保險業,10,0
K.金融及保險業,65 保險業,654 退休基金,10,0
K.金融及保險業,65 保險業,655 保險輔助業,10,378714
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,10,5570342
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,10,119903
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,10,122696
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,10,1105551
L.不動產業,67 不動產開發業,,10,18895795
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,10,39519814
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,10,971675
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,10,1406078
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,10,139738
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,10,6063180
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,10,2423095
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,10,2022098
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,10,8458107
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,10,22896355
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,10,63360
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,10,20092674
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,10,1024401
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,10,58760
M.專業、科學及技術服務業,74 專門設計業,,10,737165
M.專業、科學及技術服務業,75 獸醫業,,10,282954
M.專業、科學及技術服務業,76 其他專業、科學及技術服務業,,10,3868452
N.支援服務業,77 租賃業,771 機械設備租賃業,10,814825
N.支援服務業,77 租賃業,772 運輸工具租賃業,10,146783
N.支援服務業,77 租賃業,773 個人及家庭用品租賃業,10,530452
N.支援服務業,77 租賃業,774 智慧財產租賃業,10,32800
N.支援服務業,78 人力仲介及供應業,781 人力仲介業,10,1199068
N.支援服務業,78 人力仲介及供應業,782 人力供應業,10,1165582
N.支援服務業,79 旅行及相關服務業,,10,928651
N.支援服務業,80 保全及偵探業,,10,991580
N.支援服務業,81 建築物及綠化服務業,811 複合支援服務業,10,59172
N.支援服務業,81 建築物及綠化服務業,812 清潔服務業,10,14417108
N.支援服務業,81 建築物及綠化服務業,813 綠化服務業,10,92280
N.支援服務業,82 行政支援服務業,,10,6424545
O.公共行政及國防；強制性社會安全,83 公共行政及國防；強制性社會安全,,10,272537508
O.公共行政及國防；強制性社會安全,84 國際組織及外國機構,,10,627487
P.教育業,85 教育業,851 學前教育,10,5637056
P.教育業,85 教育業,852 小學教育,10,51060502
P.教育業,85 教育業,853 國民中學教育,10,42592037
P.教育業,85 教育業,854 高級中等教育,10,37988149
P.教育業,85 教育業,855 大專校院,10,204285015
P.教育業,85 教育業,856 特殊教育學校,10,239660
P.教育業,85 教育業,858 教育輔助業,10,192528
P.教育業,85 教育業,859 其他教育業,10,6342652
Q.醫療保健及社會工作服務業,86 醫療保健業,861 醫院,10,272832073
Q.醫療保健及社會工作服務業,86 醫療保健業,862 診所,10,10914395
Q.醫療保健及社會工作服務業,86 醫療保健業,869 其他醫療保健業,10,3300007
Q.醫療保健及社會工作服務業,87 居住型照顧服務業,,10,31212749
Q.醫療保健及社會工作服務業,88 其他社會工作服務業,,10,6985241
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,901 創作業,10,503122
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,902 藝術表演業,10,1150226
R.藝術、娛樂及休閒服務業,90 創作及藝術表演業,903 創作及藝術表演輔助業,10,8558467
R.藝術、娛樂及休閒服務業,91 圖書館、檔案保存、博物館及類似機構,,10,18883370
R.藝術、娛樂及休閒服務業,92 博弈業,,10,465635
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,931 運動服務業,10,46589968
R.藝術、娛樂及休閒服務業,93 運動、娛樂及休閒服務業,932 娛樂及休閒服務業,10,37725986
S.其他服務業,94 宗教、職業及類似組織,941 宗教組織,10,13404634
S.其他服務業,94 宗教、職業及類似組織,942 職業團體,10,952551
S.其他服務業,94 宗教、職業及類似組織,949 其他組織,10,29062511
S.其他服務業,95 個人及家庭用品維修業,951 汽車維修及美容業,10,9432795
S.其他服務業,95 個人及家庭用品維修業,952 電腦、通訊傳播設備及電子產品維修業,10,393495
S.其他服務業,95 個人及家庭用品維修業,959 其他個人及家庭用品維修業,10,184903
S.其他服務業,96 未分類其他服務業,961 洗衣業,10,5086505
S.其他服務業,96 未分類其他服務業,962 美髮及美容美體業,10,6260575
S.其他服務業,96 未分類其他服務業,963 殯葬及相關服務業,10,7356317
S.其他服務業,96 未分類其他服務業,964 家事服務業,10,84042
S.其他服務業,96 未分類其他服務業,969 其他個人服務業,10,2880481
T.家庭(住宅用),97 住宅與公共設施,,10,264305166
U.其他不能歸類,98 其他不能歸類,,10,167046419
A.農、林、漁、牧業,01 農、牧業,011 農作物栽培業,11,50976525
A.農、林、漁、牧業,01 農、牧業,012 畜牧業,11,83996798
A.農、林、漁、牧業,01 農、牧業,013 農事及畜牧服務業,11,56723091
A.農、林、漁、牧業,02 林業,021 林業,11,232195
A.農、林、漁、牧業,03 漁業,031 漁撈業,11,345266
A.農、林、漁、牧業,03 漁業,032 水產養殖業,11,89890791
B.礦業及土石採取業,05 石油及天然氣礦業,,11,10271952
B.礦業及土石採取業,06 砂、石採取及其他礦業,,11,22123759
C.製造業,08 食品及飲料製造業,081 肉類加工及保藏業,11,57559619
C.製造業,08 食品及飲料製造業,082 水產加工及保藏業,11,26126184
C.製造業,08 食品及飲料製造業,083 蔬果加工及保藏業,11,24643966
C.製造業,08 食品及飲料製造業,084 動植物油脂製造業,11,14322167
C.製造業,08 食品及飲料製造業,085 乳品製造業,11,26914214
C.製造業,08 食品及飲料製造業,086 碾穀、磨粉及澱粉製品製造業,11,21160713
C.製造業,08 食品及飲料製造業,087 動物飼品製造業,11,32070906
C.製造業,08 食品及飲料製造業,089 其他食品製造業,11,174617059
C.製造業,09 飲料製造業,091 酒精飲料製造業,11,9394760
C.製造業,09 飲料製造業,092 非酒精飲料製造業,11,16381713
C.製造業,10菸草製造業,,11,3781806
C.製造業,11 紡織業,111 紡紗業,11,68216807
C.製造業,11 紡織業,112 織布業,11,112509694
C.製造業,11 紡織業,113 不織布業,11,19291221
C.製造業,11 紡織業,114 染整業,11,41711785
C.製造業,11 紡織業,115 紡織品製造業,11,19554217
C.製造業,12 成衣及服飾品製造業,121 成衣製造業,11,7040327
C.製造業,12 成衣及服飾品製造業,123 服飾品製造業,11,3115552
C.製造業,13 皮革、毛皮及其製品製造業,,11,7780198
C.製造業,14 木竹製品製造業,,11,9829935
C.製造業,15 紙漿、紙及紙製品製造業,151 紙漿、紙及紙板製造業,11,79321286
C.製造業,15 紙漿、紙及紙製品製造業,152 瓦楞紙板及紙容器製造業,11,24990012
C.製造業,15 紙漿、紙及紙製品製造業,153 其他紙製品製造業,11,26266767
C.製造業,16 印刷及資料儲存媒體複製業,,11,34333240
C.製造業,17 石油及煤製品製造業,,11,126209854
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,181 化學原材料製造業,11,464282433
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,183 肥料及氮化合物製造業,11,12243471
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,184 塑膠及合成橡膠原料製造業,11,210283824
C.製造業,18 化學原材料、肥料、氮化合物、塑橡膠原料及人造纖維,185 人造纖維製造業,11,111701272
C.製造業,19 其他化學製品製造業,191 農藥及環境用藥製造業,11,4008941
C.製造業,19 其他化學製品製造業,192 塗料、染料及顏料製造業,11,16223752
C.製造業,19 其他化學製品製造業,193 清潔用品及化粧品製造業,11,12664163
C.製造業,19 其他化學製品製造業,199 未分類其他化學製品製造業,11,51404784
C.製造業,20 藥品及醫用化學製品製造業,,11,73197215
C.製造業,21 橡膠製品製造業,,11,65281851
C.製造業,22 塑膠製品製造業,,11,327783154
C.製造業,23 非金屬礦物製品製造業,231 玻璃及其製品製造業,11,222140288
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,11,30551399
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,11,124104099
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,11,5959883
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,11,35999793
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,11,747740128
C.製造業,24 基本金屬製造業,242 鋁製造業,11,64119447
C.製造業,24 基本金屬製造業,243 銅製造業,11,112495130
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,11,26324640
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,11,81597525
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,11,22825171
C.製造業,25 金屬製品製造業,253 金屬容器製造業,11,8519256
C.製造業,25 金屬製品製造業,254 金屬加工處理業,11,203831618
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,11,144413059
C.製造業,26 電子零組件製造業,261 半導體製造業,11,3577744601
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,11,161409373
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,11,278641841
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,11,847408337
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,11,288083881
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,11,59575673
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,11,33283244
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,11,7630884
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,11,13060885
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,11,12254475
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,11,1305742
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,11,86867191
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,11,15815245
C.製造業,28 電力設備及配備製造業,282 電池製造業,11,23537674
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,11,32792672
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,11,4356293
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,11,11492938
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,11,16548428
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,11,33877064
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,11,39054964
C.製造業,29 機械設備製造業,293 通用機械設備製造業,11,78090777
C.製造業,30 汽車及其零件製造業,301 汽車製造業,11,9541590
C.製造業,30 汽車及其零件製造業,302 車體製造業,11,1367615
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,11,92405510
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,11,9046188
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,11,16856583
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,11,26483034
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,11,20664791
C.製造業,32 家具製造業,321 非金屬家具製造業,11,5694089
C.製造業,32 家具製造業,322 金屬家具製造業,11,4729317
C.製造業,33 其他製造業,331 育樂用品製造業,11,20990676
C.製造業,33 其他製造業,332 醫療器材及用品製造業,11,38777898
C.製造業,33 其他製造業,339 未分類其他製造業,11,13117282
C.製造業,34 產業用機械設備維修及安裝業,,11,13334625
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,11,15969381
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,11,41840214
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,11,448514
E.用水供應及污染整治業,36 用水供應業,,11,107367098
E.用水供應及污染整治業,37 廢水及污水處理業,,11,27686404
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,11,4063262
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,11,12727470
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,11,19308046
E.用水供應及污染整治業,39 污染整治業,,11,566289
F.營建工程業,41 建築工程業,,11,58693061
F.營建工程業,42 土木工程業,421 道路工程業,11,6484288
F.營建工程業,42 土木工程業,422 公用事業設施工程業,11,6265385
F.營建工程業,42 土木工程業,429 其他土木工程業,11,2485513
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,11,537259
F.營建工程業,43 專門營造業,432 庭園景觀工程業,11,126990
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,11,1218603
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,11,382060
F.營建工程業,43 專門營造業,439 其他專門營造業,11,620944
G.批發及零售業,45 批發業,451 商品批發經紀業,11,2093775
G.批發及零售業,45 批發業,452 綜合商品批發業,11,4026385
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,11,5588494
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,11,29932294
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,11,2805988
G.批發及零售業,45 批發業,456 家用器具及用品批發業,11,4230303
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,11,3696963
G.批發及零售業,45 批發業,458 文教育樂用品批發業,11,1753448
G.批發及零售業,45 批發業,461 建材批發業,11,8640460
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,11,5313955
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,11,1625970
G.批發及零售業,45 批發業,464 機械器具批發業,11,11806877
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,11,4099285
G.批發及零售業,45 批發業,469 其他專賣批發業,11,4271158
G.批發及零售業,47 零售業,471 綜合商品零售業,11,322882023
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,11,27982550
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,11,9996881
G.批發及零售業,47 零售業,474 家用器具及用品零售業,11,7712807
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,11,7678815
G.批發及零售業,47 零售業,476 文教育樂用品零售業,11,2611278
G.批發及零售業,47 零售業,481 建材零售業,11,461947
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,11,20709221
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,11,7976109
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,11,11411049
G.批發及零售業,47 零售業,485 其他專賣零售業,11,4062597
G.批發及零售業,47 零售業,486 零售攤販,11,739210
G.批發及零售業,47 零售業,487 其他非店面零售業,11,1938614
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,11,117994784
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,11,86507310
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,11,6696674
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,11,4169892
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,11,91509
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,11,1452749
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,11,0
H.運輸及倉儲業,51 航空運輸業,,11,3976879
H.運輸及倉儲業,52 運輸輔助業,521 報關業,11,138794
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,11,764829
